id,first_name,last_name,web_name,position,team,expected_goals,expected_assists,news
11.0,Eddie,Nketiah,Nketiah,4.0,7.0,0.34,0.23,
159.0,Trevoh,Chalobah,Chalobah,2.0,7.0,0.0,0.0,Abdominal injury - Expected back 28 Sep
190.0,Naouirou,Ahamada,Ahamada,3.0,7.0,0.0,0.0,Loaned to Rennes
193.0,Cheick,Doucouré,C.Doucouré,3.0,7.0,0.04,0.01,Toe Injury - 75% chance of playing
194.0,Chris,Richards,C.Richards,2.0,7.0,0.12,0.01,
195.0,Chadi,Riad Dnanou,Chadi Riad,2.0,7.0,0.0,0.02,Knee injury - Expected back 23 Nov
196.0,Nathaniel,Clyne,Clyne,2.0,7.0,0.0,0.02,
197.0,Malcolm,Ebiowei,Ebiowei,3.0,7.0,0.0,0.0,Season long loan to Oxford United
199.0,Eberechi,Eze,Eze,3.0,7.0,1.51,0.62,
200.0,Marc,Guéhi,Guéhi,2.0,7.0,0.0,0.1,
201.0,Dean,Henderson,Henderson,1.0,7.0,0.0,0.0,
202.0,Rob,Holding,Holding,2.0,7.0,0.0,0.0,
203.0,Will,Hughes,Hughes,3.0,7.0,0.0,0.08,
205.0,Daichi,Kamada,Kamada,3.0,7.0,0.21,0.13,
206.0,Jefferson,Lerma Solís,Lerma,3.0,7.0,0.02,0.33,
207.0,Jean-Philippe,Mateta,Mateta,4.0,7.0,1.68,0.25,
208.0,Matheus,França de Oliveira,M.França,3.0,7.0,0.0,0.0,Rib Injury - Expected back 28 Sep
209.0,Remi,Matthews,Matthews,1.0,7.0,0.0,0.0,
210.0,Tyrick,Mitchell,Mitchell,2.0,7.0,0.24,0.77,
211.0,Daniel,Muñoz,Muñoz,2.0,7.0,0.15,0.32,
212.0,David,Ozoh,Ozoh,3.0,7.0,0.0,0.0,Season long loan to Derby County
213.0,Jesurun,Rak-Sakyi,Rak-Sakyi,3.0,7.0,0.0,0.0,Loaned to Sheffield United
214.0,Jeffrey,Schlupp,Schlupp,3.0,7.0,0.0,0.0,
215.0,Joel,Ward,Ward,2.0,7.0,0.0,0.0,
216.0,Adam,Wharton,Wharton,3.0,7.0,0.13,0.34,
445.0,Matt,Turner,Turner,1.0,7.0,0.0,0.0,
585.0,Ismaïla,Sarr,I.Sarr,3.0,7.0,0.18,0.62,
644.0,Franco,Umeh-Chibueze,Umeh-Chibueze,3.0,7.0,0.0,0.0,
645.0,Justin,Devenny,Devenny,3.0,7.0,0.0,0.0,
646.0,Asher,Agbinone,Agbinone,3.0,7.0,0.0,0.0,
647.0,Kaden,Rodney,Rodney,3.0,7.0,0.0,0.0,
650.0,Maxence,Lacroix,Lacroix,2.0,7.0,0.0,0.04,
156.0,Armando,Broja,Broja,4.0,8.0,0.0,0.0,Foot injury - Unknown return date
217.0,Abdoulaye,Doucouré,A.Doucoure,3.0,8.0,0.21,0.02,
218.0,Norberto Bercique,Gomes Betuncal,Beto,4.0,8.0,0.0,0.0,
219.0,Jarrad,Branthwaite,Branthwaite,2.0,8.0,0.0,0.0,Groin Injury - Unknown return date
220.0,Dominic,Calvert-Lewin,Calvert-Lewin,4.0,8.0,1.12,0.41,
221.0,Séamus,Coleman,Coleman,2.0,8.0,0.62,0.01,Ankle injury - 50% chance of playing
222.0,Idrissa,Gueye,Gana,3.0,8.0,0.2,0.08,
223.0,James,Garner,Garner,3.0,8.0,0.0,0.05,
224.0,Jack,Harrison,Harrison,3.0,8.0,0.79,0.47,
225.0,Mason,Holgate,Holgate,2.0,8.0,0.0,0.0,Loaned to West Bromwich Albion
226.0,Tim,Iroegbunam,Iroegbunam,3.0,8.0,0.21,0.08,
227.0,João,Neves Virgínia,J.Virginia,1.0,8.0,0.0,0.0,
228.0,Michael,Keane,Keane,2.0,8.0,0.26,0.02,
229.0,Neal,Maupay,Maupay,4.0,8.0,0.0,0.0,Transferred to Marseille
230.0,Dwight,McNeil,McNeil,3.0,8.0,0.11,2.42,
231.0,Vitalii,Mykolenko,Mykolenko,2.0,8.0,0.0,0.06,
232.0,Iliman,Ndiaye,Ndiaye,4.0,8.0,0.3,0.07,
234.0,Nathan,Patterson,Patterson,2.0,8.0,0.0,0.0,Hamstring injury - Unknown return date
235.0,Jordan,Pickford,Pickford,1.0,8.0,0.0,0.03,
236.0,James,Tarkowski,Tarkowski,2.0,8.0,0.37,0.23,
237.0,Youssef,Ramalho Chermiti,Y. Chermiti,4.0,8.0,0.0,0.0,Foot injury - Unknown return date
238.0,Ashley,Young,Young,2.0,8.0,0.0,0.18,
577.0,Jesper,Lindstrøm,Lindstrøm,3.0,8.0,0.04,0.01,
582.0,Jake,O'Brien,O'Brien,2.0,8.0,0.0,0.0,
603.0,Harrison,Armstrong,Armstrong,3.0,8.0,0.0,0.0,
614.0,Jenson,Metcalfe,Metcalfe,3.0,8.0,0.0,0.0,Season long loan to Chesterfield
624.0,Asmir,Begovic,Begovic,1.0,8.0,0.0,0.0,
627.0,Roman,Dixon,Dixon,2.0,8.0,0.0,0.0,
651.0,Orel,Mangala,Mangala,3.0,8.0,0.09,0.0,
10.0,Reiss,Nelson,Nelson,3.0,9.0,0.08,0.01,
19.0,Emile,Smith Rowe,Smith Rowe,3.0,9.0,0.92,0.7,
191.0,Joachim,Andersen,Andersen,2.0,9.0,0.05,0.03,
239.0,Adama,Traoré,Adama,3.0,9.0,1.02,0.79,
240.0,Andreas,Hoelgebaum Pereira,Andreas,3.0,9.0,0.27,1.04,
241.0,Calvin,Bassey,Bassey,2.0,9.0,0.18,0.03,
242.0,Steven,Benda,Benda,1.0,9.0,0.0,0.0,
243.0,Tom,Cairney,Cairney,3.0,9.0,0.0,0.18,
244.0,Timothy,Castagne,Castagne,2.0,9.0,0.0,0.0,
245.0,Issa,Diop,Diop,2.0,9.0,0.17,0.02,
246.0,Luke,Harris,Harris,3.0,9.0,0.0,0.0,Season long loan to Birmingham City
247.0,Alex,Iwobi,Iwobi,3.0,9.0,0.32,0.73,
248.0,Bernd,Leno,Leno,1.0,9.0,0.0,0.0,
249.0,Saša,Lukić,Lukić,3.0,9.0,0.0,0.06,
250.0,Kevin,Mbabu,Mbabu,2.0,9.0,0.0,0.0,Transferred to FC Midtjylland
251.0,Rodrigo,Muniz Carvalho,Muniz,4.0,9.0,1.03,0.02,
252.0,Raúl,Jiménez,Raúl,4.0,9.0,0.3,0.04,
253.0,Tim,Ream,Ream,2.0,9.0,0.0,0.0,Permanent transfer to Charlotte FC
254.0,Harrison,Reed,Reed,3.0,9.0,0.0,0.09,
255.0,Antonee,Robinson,Robinson,2.0,9.0,0.0,0.36,
256.0,Jay,Stansfield,Stansfield,4.0,9.0,0.0,0.0,Transferred to Birmingham City
257.0,Kenny,Tete,Tete,2.0,9.0,0.41,0.05,
258.0,Carlos Vinícius,Alves Morais,Vinicius,4.0,9.0,0.0,0.0,Calf injury - Expected back 28 Sep
259.0,Harry,Wilson,Wilson,3.0,9.0,0.0,0.02,
579.0,Ryan,Sessegnon,Sessegnon,2.0,9.0,0.0,0.0,
586.0,Jorge,Cuenca Barreno,J.Cuenca,2.0,9.0,0.0,0.0,
604.0,Josh,King,King,3.0,9.0,0.0,0.0,
605.0,Martial,Godo,Godo,3.0,9.0,0.0,0.0,
622.0,Sander,Berge,Berge,3.0,9.0,0.0,0.01,
260.0,Ali,Al-Hamadi,Al-Hamadi,4.0,10.0,0.0,0.02,
261.0,Elkan,Baggott,Baggott,2.0,10.0,0.0,0.0,Season long loan to Blackpool
262.0,Nathan,Broadhead,Broadhead,3.0,10.0,0.0,0.0,Lack of match fitness - 50% chance of playing
263.0,Cameron,Burgess,Burgess,2.0,10.0,0.0,0.0,
264.0,Wes,Burns,Burns,3.0,10.0,0.0,0.01,
265.0,Conor,Chaplin,Chaplin,3.0,10.0,0.0,0.02,
266.0,Harry,Clarke,H.Clarke,2.0,10.0,0.0,0.0,Lack of match fitness - 25% chance of playing
267.0,Leif,Davis,Davis,2.0,10.0,0.07,0.48,
268.0,Liam,Delap,Delap,4.0,10.0,0.42,0.01,
269.0,George,Edmundson,Edmundson,2.0,10.0,0.0,0.0,Loaned to Middlesbrough
270.0,Jacob,Greaves,Greaves,2.0,10.0,0.12,0.0,
271.0,Marcus,Myers-Harness,Harness,3.0,10.0,0.0,0.05,Loaned to Derby County
272.0,George,Hirst,Hirst,4.0,10.0,0.0,0.0,
273.0,Cameron,Humphreys,Humphreys,3.0,10.0,0.0,0.0,Loaned to Wycombe
274.0,Omari,Giraud-Hutchinson,Hutchinson,3.0,10.0,0.36,0.04,
275.0,Ben,Johnson,Johnson,2.0,10.0,0.0,0.2,
276.0,Freddie,Ladapo,Ladapo,4.0,10.0,0.0,0.0,Mutual termination of contract
277.0,Massimo,Luongo,Luongo,3.0,10.0,0.0,0.0,
278.0,Sam,Morsy,Morsy,3.0,10.0,0.0,0.34,
279.0,Corrie,Ndaba,Ndaba,2.0,10.0,0.0,0.0,Permanent transfer to Kilmarnock
280.0,Cieran,Slicker,Slicker,1.0,10.0,0.0,0.0,
281.0,Jack,Taylor,Taylor,3.0,10.0,0.02,0.01,
282.0,Axel,Tuanzebe,Tuanzebe,2.0,10.0,0.07,0.02,
283.0,Christian,Walton,Walton,1.0,10.0,0.0,0.0,
284.0,Luke,Woolfenden,Woolfenden,2.0,10.0,0.03,0.0,
359.0,Kalvin,Phillips,Phillips,3.0,10.0,0.0,0.04,
568.0,Arijanet,Muric,Muric,1.0,10.0,0.0,0.0,
583.0,Conor,Townsend,Townsend,2.0,10.0,0.0,0.0,
611.0,Sam,Szmodics,Szmodics,3.0,10.0,0.29,0.03,
619.0,Jens,Cajuste,Cajuste,3.0,10.0,0.0,0.0,
630.0,Dara,O'Shea,O'Shea,2.0,10.0,0.06,0.0,
631.0,Jack,Clarke,J.Clarke,3.0,10.0,0.11,0.01,
632.0,Chiedozie,Ogbene,Ogbene,3.0,10.0,0.0,0.02,
117.0,Facundo,Buonanotte,Buonanotte,3.0,11.0,0.17,0.38,
192.0,Jordan,Ayew,J.Ayew,3.0,11.0,0.69,0.1,
198.0,Odsonne,Edouard,Edouard,4.0,11.0,0.39,0.03,
285.0,Boubakary,Soumaré,B.Soumaré,3.0,11.0,0.0,0.0,
286.0,Tom,Cannon,Cannon,4.0,11.0,0.0,0.0,Loaned to Stoke City
287.0,Hamza,Choudhury,Choudhury,3.0,11.0,0.0,0.0,
288.0,Conor,Coady,Coady,2.0,11.0,0.0,0.0,
289.0,Patson,Daka,Daka,4.0,11.0,0.0,0.0,Ankle injury - Unknown return date
290.0,Bobby,De Cordova-Reid,De Cordova-Reid,3.0,11.0,0.08,0.04,
291.0,Wout,Faes,Faes,2.0,11.0,0.33,0.01,
292.0,Michael,Golding,Golding,3.0,11.0,0.0,0.0,
293.0,Mads,Hermansen,Hermansen,1.0,11.0,0.0,0.0,
294.0,Daniel,Iversen,Iversen,1.0,11.0,0.0,0.0,
295.0,James,Justin,Justin,2.0,11.0,0.19,0.02,
296.0,Victor,Kristiansen,Kristiansen,2.0,11.0,0.0,0.21,
297.0,Wanya,Marçal-Madivádua,Marcal,3.0,11.0,0.0,0.0,Loaned to De Graafschap
298.0,Stephy,Mavididi,Mavididi,3.0,11.0,0.41,0.6,
299.0,Kasey,McAteer,McAteer,3.0,11.0,0.02,0.0,
300.0,Wilfred,Ndidi,Ndidi,3.0,11.0,0.16,0.82,
301.0,Caleb,Okoli,Okoli,2.0,11.0,0.06,0.01,
302.0,Ricardo,Barbosa Pereira,Ricardo,2.0,11.0,0.0,0.0,
303.0,Harry,Souttar,Souttar,2.0,11.0,0.0,0.0,Season long loan to Sheffield United
304.0,Jakub,Stolarczyk,Stolarczyk,1.0,11.0,0.0,0.0,Ankle injury - Expected back 25 Jan
305.0,Luke,Thomas,Thomas,2.0,11.0,0.0,0.0,
306.0,Jamie,Vardy,Vardy,4.0,11.0,1.44,0.07,
307.0,Jannik,Vestergaard,Vestergaard,2.0,11.0,0.01,0.0,
308.0,Danny,Ward,Ward,1.0,11.0,0.0,0.0,
309.0,Harry,Winks,Winks,3.0,11.0,0.0,0.25,
501.0,Oliver,Skipp,Skipp,3.0,11.0,0.05,0.2,
570.0,Abdul,Fatawu,A.Fatawu,3.0,11.0,0.12,0.61,
606.0,Will,Alves,Alves,3.0,11.0,0.0,0.0,
616.0,Ben,Nelson,Nelson,2.0,11.0,0.0,0.0,Loaned to Oxford United
635.0,Bilal,El Khannouss,El Khannouss,3.0,11.0,0.03,0.01,
310.0,Alisson,Ramses Becker,A.Becker,1.0,12.0,0.0,0.0,
311.0,Trent,Alexander-Arnold,Alexander-Arnold,2.0,12.0,0.18,1.87,
312.0,Stefan,Bajčetić Maquieira,Bajcetic,3.0,12.0,0.0,0.0,Loaned to RB Salzburg
313.0,Conor,Bradley,Bradley,2.0,12.0,0.24,0.15,
315.0,Bobby,Clark,Clark,3.0,12.0,0.0,0.0,Transferred to RB Salzburg
316.0,Darwin,Núñez Ribeiro,Darwin,4.0,12.0,0.15,0.0,
317.0,Diogo,Teixeira da Silva,Diogo J.,3.0,12.0,1.91,0.11,
318.0,Ben,Doak,Doak,3.0,12.0,0.0,0.0,Loaned to Middlesbrough
319.0,Harvey,Elliott,Elliott,3.0,12.0,0.0,0.02,Foot injury - Expected back 20 Oct
320.0,Endo,Wataru,Endo,3.0,12.0,0.0,0.0,
321.0,Cody,Gakpo,Gakpo,4.0,12.0,0.37,0.01,
322.0,Joe,Gomez,Gomez,2.0,12.0,0.0,0.0,
323.0,Ryan,Gravenberch,Gravenberch,3.0,12.0,0.04,0.56,
324.0,Curtis,Jones,Jones,3.0,12.0,0.0,0.01,
325.0,Caoimhin,Kelleher,Kelleher,1.0,12.0,0.0,0.0,
326.0,Ibrahima,Konaté,Konaté,2.0,12.0,0.23,0.04,
327.0,Luis,Díaz,Luis Díaz,3.0,12.0,2.04,0.59,
328.0,Mohamed,Salah,M.Salah,3.0,12.0,1.83,1.16,
329.0,Alexis,Mac Allister,Mac Allister,3.0,12.0,0.16,0.81,
330.0,James,McConnell,McConnell,3.0,12.0,0.0,0.0,
331.0,Tyler,Morton,Morton,3.0,12.0,0.0,0.0,
332.0,Nathaniel,Phillips,N.Phillips,2.0,12.0,0.0,0.0,Loaned to Derby County
333.0,Jarell,Quansah,Quansah,2.0,12.0,0.0,0.0,
334.0,Rhys,Williams,R.Williams,2.0,12.0,0.0,0.0,Loaned to Morecambe
335.0,Andrew,Robertson,Robertson,2.0,12.0,0.3,0.48,
336.0,Dominik,Szoboszlai,Szoboszlai,3.0,12.0,0.4,0.88,
337.0,Konstantinos,Tsimikas,Tsimikas,2.0,12.0,0.0,0.01,
339.0,Virgil,van Dijk,Virgil,2.0,12.0,0.16,0.07,
636.0,Federico,Chiesa,Chiesa,3.0,12.0,0.0,0.0,
340.0,Manuel,Akanji,Akanji,2.0,13.0,0.0,0.28,
341.0,Nathan,Aké,Aké,2.0,13.0,0.0,0.0,Muscle injury - Expected back 20 Oct
342.0,Bernardo,Veiga de Carvalho e Silva,Bernardo,3.0,13.0,0.53,0.77,
343.0,Oscar,Bobb,Bobb,3.0,13.0,0.0,0.0,Leg injury - Expected back 14 Dec
344.0,Scott,Carson,Carson,1.0,13.0,0.0,0.0,
345.0,Kevin,De Bruyne,De Bruyne,3.0,13.0,1.21,2.17,
346.0,Jérémy,Doku,Doku,3.0,13.0,0.18,0.76,
347.0,Ederson,Santana de Moraes,Ederson M.,1.0,13.0,0.0,0.01,
348.0,Phil,Foden,Foden,3.0,13.0,0.0,0.01,
349.0,Jack,Grealish,Grealish,3.0,13.0,0.48,0.4,
350.0,Joško,Gvardiol,Gvardiol,2.0,13.0,0.13,0.65,
351.0,Erling,Haaland,Haaland,4.0,13.0,4.88,0.16,
352.0,Julián,Álvarez,J.Alvarez,4.0,13.0,0.0,0.0,Transferred to Atletico Madrid
353.0,João,Cavaco Cancelo,João Cancelo,2.0,13.0,0.0,0.0,Permanent transfer to Saudi club Al-Hilal
354.0,Mateo,Kovačić,Kovačić,3.0,13.0,0.13,0.21,
355.0,Rico,Lewis,Lewis,2.0,13.0,0.62,0.18,
356.0,Matheus Luiz,Nunes,Matheus N.,3.0,13.0,0.0,0.17,
357.0,James,McAtee,McAtee,3.0,13.0,0.0,0.02,
358.0,Stefan,Ortega Moreno,Ortega Moreno,1.0,13.0,0.0,0.0,
360.0,Rodrigo 'Rodri',Hernandez,Rodrigo,3.0,13.0,0.0,0.08,
361.0,Rúben,Gato Alves Dias,Rúben,2.0,13.0,0.28,0.07,
362.0,John,Stones,Stones,2.0,13.0,0.0,0.04,
363.0,Kyle,Walker,Walker,2.0,13.0,0.03,0.14,
571.0,Sávio 'Savinho',Moreira de Oliveira,Sávio,3.0,13.0,0.74,0.47,
607.0,Nico,O'Reilly,O’Reilly,3.0,13.0,0.0,0.0,
625.0,Ilkay,Gündogan,Gündogan,3.0,13.0,0.08,0.35,
626.0,Issa,Kaboré,Kaboré,2.0,13.0,0.0,0.0,Loaned to Benfica
364.0,Amad,Diallo,Amad,3.0,14.0,0.38,0.73,
365.0,Antony Matheus,dos Santos,Antony,3.0,14.0,0.0,0.05,
366.0,Bruno,Borges Fernandes,B.Fernandes,3.0,14.0,1.5,1.18,
367.0,Altay,Bayindir,Bayindir,1.0,14.0,0.0,0.0,
368.0,Carlos Henrique,Casimiro,Casemiro,3.0,14.0,0.26,0.57,
369.0,Diogo,Dalot Teixeira,Dalot,2.0,14.0,0.02,0.57,
370.0,Christian,Eriksen,Eriksen,3.0,14.0,0.0,0.36,
371.0,Jonny,Evans,Evans,2.0,14.0,0.0,0.0,
372.0,Alejandro,Garnacho,Garnacho,3.0,14.0,1.7,0.29,
373.0,Hannibal,Mejbri,Hannibal,3.0,14.0,0.0,0.0,Permanent move to Burnley
374.0,Tom,Heaton,Heaton,1.0,14.0,0.0,0.0,
375.0,Rasmus,Højlund,Højlund,4.0,14.0,0.0,0.0,Hamstring injury - Expected back 21 Sep
376.0,Victor,Lindelöf,Lindelof,2.0,14.0,0.0,0.0,Toe Injury - Unknown return date
377.0,Harry,Maguire,Maguire,2.0,14.0,0.04,0.02,
378.0,Kobbie,Mainoo,Mainoo,3.0,14.0,0.08,0.19,
379.0,Tyrell,Malacia,Malacia,2.0,14.0,0.0,0.0,Knee injury - Expected back 05 Oct
380.0,Lisandro,Martínez,Martinez,2.0,14.0,0.34,0.22,
